ocid,유료아이템착용 개수,총 코디금액(원),착용코디금액(원),스페셜라벨 개수,레드라벨 개수,마스터라벨 개수,일루전 링 개수,"비싼 헤어(부티크, 마스터라벨) 유무",헤어 믹스염색 여부,헤어 믹스염색 비율,성형 믹스염색 여부,성형 믹스염색 비율,착용 아이템 리스트,"착용 헤어,성형,피부",세분화 유저 그룹
b0ef4b9a513cbfcd300ba5e5caceed4fefe8d04e6d233bd35cf2fabdeb93fb0d,1,20700,20700,0,0,0,1,0,0,0,0,0,"야구장 커플모자, 인형핑크, 투명 안경, 투명 귀고리, 하트 나라의 메이플, 난생 첫걸음, 투명 장갑, 투명 망토, 절망의 치료사, 유랑자의 명찰 반지, 유랑자의 말풍선 반지, 일루전 링 : 병아리","검은색 포니 엘피네 헤어, 꼬맹이 얼굴, 뽀송 꽃잎 피부",1. 유료 유저 (아이템 구매 지출)
8e3acfc5bbdc8e6c16a9ed328ef09399,0,0,0,0,0,0,0,0,0,0,0,0,"하이퍼 버닝 크라운, 투명 얼굴장식, 투명 안경, 투명 귀고리, 하이퍼 버닝 로브, 매화나무 나막신, 난생 처음 장갑, 버닝 플레임 윙즈, 하이퍼 버닝 소드, 쑥쑥 화분 말풍선 반지, 쑥쑥 화분 명찰 반지, 유랑자의 말풍선 반지, 유랑자의 명찰 반지","검은색 설화 헤어, 홍매화 렌 얼굴, 엘프 피부",3. 순수 무료 유저 (지출 0원)
97e1fccee2c7291a715efde50a6ea57befe8d04e6d233bd35cf2fabdeb93fb0d,0,0,0,0,0,0,0,0,0,0,0,0,"은하매화, 투명 얼굴장식, 투명 안경, 투명 귀고리, 은하매화 여행복, 매화나무 나막신, 투명 장갑, 푸른 하늘 은하수, 어딜 덤비냥, 유랑자의 명찰 반지, 유랑자의 말풍선 반지","검은색 룰루 헤어, 동그래 얼굴, 뽀송 꽃잎 피부",3. 순수 무료 유저 (지출 0원)
21389f3e18a29ec5b7974d916edf3aec,0,0,0,0,0,0,0,0,0,0,0,0,"하이퍼 버닝 크라운, 투명 얼굴장식, 투명 안경, 투명 귀고리, 하이퍼 버닝 로브, 전장의 발키리 슈즈, 투명 장갑, 투명 망토, 하이퍼 버닝 소드, 쑥쑥 화분 말풍선 반지, 쑥쑥 화분 명찰 반지, 유랑자의 명찰 반지, 유랑자의 말풍선 반지","검은색 루나 헤어, 조용한 눈 얼굴, 홍조 꽃잎 피부",3. 순수 무료 유저 (지출 0원)
20f8ffe7f7525aef43edd81573d57b1c,1,11000,11000,0,1,0,0,0,0,0,0,0,"하이퍼 버닝 크라운, 발그레 발그레, 투명 안경, 투명 귀고리, 하이퍼 버닝 로브, 투명 신발, 투명 장갑, 흰 모래토끼 탐사 배낭, 하이퍼 버닝 소드, 쑥쑥 화분 말풍선 반지, 쑥쑥 화분 명찰 반지, 사신 말풍선 반지","검은색 치즈볼 헤어, 조용한 눈 얼굴, 홍조 꽃잎 피부",1. 유료 유저 (아이템 구매 지출)
ae93173296074f9b2d79461285c596bdefe8d04e6d233bd35cf2fabdeb93fb0d,0,0,0,0,0,0,0,0,0,0,0,0,"하이퍼 버닝 크라운, 투명 얼굴장식, 투명 안경, 투명 귀고리, 하이퍼 버닝 로브, 투명 장갑, 하이퍼 버닝 소드","보라색 말괄량이 헤어, 조용한 눈 얼굴, 홍조 꽃잎 피부",3. 순수 무료 유저 (지출 0원)
483850133708a5653ecfda975024c33b,0,48000,0,0,0,0,0,0,1,5,0,0,"메이플 아지트 캡, 투명 얼굴장식, 투명 안경, 투명 귀고리, 메이플 아지트 유니폼, 메이플 아지트 슈즈, 투명 장갑, 메이플 아지트 로고, 메이플 아지트 특제 라면, 유랑자의 말풍선 반지, 유랑자의 명찰 반지","빨간색 기사단 스트라이커 헤어, 청명 얼굴, 뽀송 꽃잎 피부",2. 무료/이벤트 유저 (뷰티 컨텐츠 지출)
ef4c5973ad41dbb45aa4d0e140b1d868fd842dab14be2a956555625b37c97bff,2,60000,24000,1,0,1,0,0,1,50,1,50,"하보크 뿔, 홍조 깨비깨비, 투명 안경, 투명 귀고리, 순수한 은하, 투명 신발, 투명 장갑, 하트비트 악마꼬리, 카오스 크레센트, 싱크 명찰 반지, 싱크 말풍선 반지","파란색 사고뭉치 헤어, 차차 얼굴, 뽀송 꽃잎 피부",1. 유료 유저 (아이템 구매 지출)
a16d9de4395bb2edb826a58a7d98edfeefe8d04e6d233bd35cf2fabdeb93fb0d,0,36000,0,0,0,0,0,0,1,50,1,50,"전장의 발키리 모자, 인형핑크, 투명 안경, 투명 귀고리, 전장의 발키리 슈트, 전장의 발키리 슈즈, 투명 장갑, 전장의 발키리 케이프, 레인보우 스타, 유랑자의 말풍선 반지, 유랑자의 명찰 반지","파란색 어비스 헤어, 조용한 눈 얼굴, 뽀송 꽃잎 피부",2. 무료/이벤트 유저 (뷰티 컨텐츠 지출)
87a44d6d2d2f908b4b1597935f6fd33f,1,22,22,0,0,0,0,0,0,0,0,0,"트럼프 하트, 투명 얼굴장식, 투명 안경, 투명 귀고리, 은하매화 여행복, 매화나무 나막신, 투명 장갑, 푸른 하늘 은하수, 쑥쑥 새싹 무기, 유랑자의 명찰 반지, 유랑자의 말풍선 반지, 쑥쑥 화분 말풍선 반지, 쑥쑥 화분 명찰 반지","검은색 베로 헤어, 살짝 얼굴, 엘프 피부",1. 유료 유저 (아이템 구매 지출)
24b422df5485395f517113c530ea08fd,0,0,0,0,0,0,0,0,0,0,0,0,"하이퍼 버닝 크라운, 하이퍼 버닝 로브, 하이퍼 버닝 소드","파란색 별모래 헤어, 꼬맹이 얼굴, 뽀송 꽃잎 피부",3. 순수 무료 유저 (지출 0원)
17715d37326fdf0e522bf03e0d50576d,0,0,0,0,0,0,0,0,0,0,0,0,"하이퍼 버닝 크라운, 투명 얼굴장식, 투명 안경, 투명 귀고리, 하이퍼 버닝 로브, 난생 첫걸음, 투명 장갑, 투명 망토, 하이퍼 버닝 소드","검은색 리르하 헤어, 차차 얼굴, 뽀송 꽃잎 피부",3. 순수 무료 유저 (지출 0원)
e05b675483ac339622f9143c75a59204,0,0,0,0,0,0,0,0,0,0,0,0,"하이퍼 버닝 크라운, 투명 얼굴장식, 투명 안경, 투명 귀고리, 하이퍼 버닝 로브, 샤크샤크 탐험 슈즈, 투명 장갑, 버닝 플레임 윙즈, 하이퍼 버닝 소드, 쑥쑥 화분 말풍선 반지, 쑥쑥 화분 명찰 반지","파란색 체리팝 헤어, 아잉 얼굴, 뽀송 꽃잎 피부",3. 순수 무료 유저 (지출 0원)
042adafb7374640453eab30c20a69bdaefe8d04e6d233bd35cf2fabdeb93fb0d,0,0,0,0,0,0,0,0,0,0,0,0,,"None, None, None",3. 순수 무료 유저 (지출 0원)
38a9d65703cfcd1e4ac4bc4fbb8b2aaa,1,506,506,0,0,0,0,0,0,0,0,0,"곰곰 유령, 투명 얼굴장식, 투명 안경, 투명 귀고리, 맑은 영혼, 난생 첫걸음, 투명 장갑, 드리운 그림자, 냥냥 유령, 유랑자의 명찰 반지, 유랑자의 말풍선 반지","검은색 룰루 헤어, 설매화 렌 얼굴, 엘프 피부",1. 유료 유저 (아이템 구매 지출)
3e4665b01b91370c6796cee478c5f671,2,54666,6666,0,0,0,0,0,1,10,0,0,"투명 모자, 투명 얼굴장식, 투명 안경, 투명 귀고리, 모험가 히어로 아머, 모험가 히어로 부츠, 투명 장갑, 투명 망토","노란색 히어로 헤어, 뮤트 얼굴, 뽀송 꽃잎 피부",1. 유료 유저 (아이템 구매 지출)
63fcba822b2aa53ecd7b7463c6cff22d,0,0,0,0,0,0,0,0,0,0,0,0,"하이퍼 버닝 크라운, 투명 얼굴장식, 까만 선글라스, 투명 귀고리, 하이퍼 버닝 로브, 투명 신발, 투명 장갑, 투명 망토, 하이퍼 버닝 소드, 유랑자의 명찰 반지, 유랑자의 말풍선 반지","검은색 데이즈 헤어, 꼬맹이 얼굴, 뽀송 꽃잎 피부",3. 순수 무료 유저 (지출 0원)
bdfcde144cd29978342900dec55364b8,1,12500,12500,0,0,1,0,0,0,0,0,0,"투명 얼굴장식, 투명 안경, 투명 귀고리, 투명 장갑, 투명 망토, 디바인 그레이스, 쑥쑥 화분 말풍선 반지, 쑥쑥 화분 명찰 반지","검은색 블링 토벤 헤어, 뭐요 얼굴, 뽀송 꽃잎 피부",1. 유료 유저 (아이템 구매 지출)
f2087cb4e5c3f0e0060c133bf4ad23cf,0,24000,0,0,0,0,0,0,1,50,0,0,"하이퍼 버닝 크라운, 투명 얼굴장식, 투명 안경, 투명 귀고리, 하이퍼 버닝 로브, 투명 장갑, 버닝 플레임 윙즈, 하이퍼 버닝 소드, 유랑자의 말풍선 반지, 유랑자의 명찰 반지","보라색 후유 헤어, 동그래 얼굴, 엘프 피부",2. 무료/이벤트 유저 (뷰티 컨텐츠 지출)
9071da379f8e57afe52967253b4ad360efe8d04e6d233bd35cf2fabdeb93fb0d,5,226400,226400,0,0,5,0,0,0,0,0,0,"흐드러진 악몽, 투명 얼굴장식, 투명 안경, 투명 귀고리, 아린 장미, 악몽 무도곡, 투명 장갑, 악몽 경계, 악몽 진주, 유랑자의 말풍선 반지, 유랑자의 명찰 반지","파란색 설화 헤어, 설매화 렌 얼굴, 뽀송 꽃잎 피부",1. 유료 유저 (아이템 구매 지출)
7ec8303d6e39a588da982ae9d46de80b,0,0,0,0,0,0,0,0,0,0,0,0,"하이퍼 버닝 크라운, 투명 얼굴장식, 투명 안경, 투명 귀고리, 하이퍼 버닝 로브, 난생 첫걸음, 투명 장갑, 버닝 플레임 윙즈, 하이퍼 버닝 소드, 유랑자의 말풍선 반지, 유랑자의 명찰 반지","검은색 산뜻 단발 헤어, 차분한 헤헤 얼굴, 홍조 꽃잎 피부",3. 순수 무료 유저 (지출 0원)
34c307865dea76230458eb361ae78a97,5,53680,53680,5,0,0,0,0,0,0,0,0,"홍묘혼, 인형핑크, 투명 안경, 투명 귀고리, 비연 유랑자, 비연의 잔향, 투명 장갑, 심검유혼, 홍염유검, 유랑자의 명찰 반지, 유랑자의 말풍선 반지","검은색 후유 헤어, 흥흥 얼굴, 엘프 피부",1. 유료 유저 (아이템 구매 지출)
b0c1d64af1633450f695d7ba83a47595,0,0,0,0,0,0,0,0,0,0,0,0,"하이퍼 버닝 크라운, 인형핑크, 투명 안경, 투명 귀고리, 하이퍼 버닝 로브, 매화나무 나막신, 투명 장갑, 푸른 하늘 은하수, 하이퍼 버닝 소드, 유랑자의 말풍선 반지","검은색 말괄량이 헤어, 헤헤 얼굴, 뽀송 꽃잎 피부",3. 순수 무료 유저 (지출 0원)
2d69ed9f0623a1d862177329e3fed754,1,60000,24000,0,0,1,0,0,1,50,1,50,"하이퍼 버닝 크라운, 인형핑크, 투명 안경, 하이퍼 버닝 로브, 투명 신발, 투명 장갑, 카오스 크레센트","노란색 솜솜이 헤어, 차분한 헤헤 얼굴, 뽀송 꽃잎 피부",1. 유료 유저 (아이템 구매 지출)
2810406f9ee74944a07264d7eb94e47f,0,0,0,0,0,0,0,0,0,0,0,0,,"보라색 와일드 롱테일 헤어, 결의에 찬 얼굴, 크림 피부",3. 순수 무료 유저 (지출 0원)
a3fd023992ccc734cf590bc759893c1a,0,0,0,0,0,0,0,0,0,0,0,0,"하이퍼 버닝 크라운, 투명 얼굴장식, 투명 안경, 투명 귀고리, 하이퍼 버닝 로브, 투명 장갑, 푸른 하늘 은하수, 하이퍼 버닝 소드, 유랑자의 명찰 반지, 유랑자의 말풍선 반지","검은색 설화 헤어, 설매화 렌 얼굴, 뽀송 꽃잎 피부",3. 순수 무료 유저 (지출 0원)
4fe1102d5ec32c1bdad6542d8feb1c42efe8d04e6d233bd35cf2fabdeb93fb0d,0,0,0,0,0,0,0,0,0,0,0,0,,"None, None, None",3. 순수 무료 유저 (지출 0원)
8874ecdb37c2132dfbf186673f14ed45,0,0,0,0,0,0,0,0,0,0,0,0,"하이퍼 버닝 크라운, 투명 얼굴장식, 투명 안경, 투명 귀고리, 하이퍼 버닝 로브, 매화나무 나막신, 투명 장갑, 투명 망토, 하이퍼 버닝 소드","검은색 잊혀진 영웅 헤어, 제롬 얼굴, 엘프 피부",3. 순수 무료 유저 (지출 0원)
626075f840b8733c9e251009430f0922,1,2980,2980,0,0,0,0,0,0,0,0,0,"투명 모자, 인형핑크, 투명 안경, 투명 귀고리, 카링 비단 치마, 카링 비단신, 투명 장갑, 투명 망토, 투명 무기, 쑥쑥 화분 명찰 반지, 쑥쑥 화분 말풍선 반지","파란색 포니테일 별구름 헤어, 샤이닝 얼굴, 홍조 꽃잎 피부",1. 유료 유저 (아이템 구매 지출)
bd80f60e588aae41489f53f770b32640,2,19800,19800,2,0,0,0,0,0,0,0,0,"대적자의 머리장식, 투명 얼굴장식, 투명 안경, 투명 귀고리, 카링 비단 치마, 투명 신발, 투명 장갑, 심검유혼, 홍염유검, 유랑자의 말풍선 반지, 유랑자의 명찰 반지","빨간색 포니 엘피네 헤어, 차분한 헤헤 얼굴, 홍조 꽃잎 피부",1. 유료 유저 (아이템 구매 지출)
96e53f51275c800e93d0d1295acdd15a,5,180560,144560,0,0,5,0,0,1,50,1,50,"심연의 계율, 투명 얼굴장식, 투명 안경, 투명 귀고리, 금단의 계약, 금단의 궤적, 투명 장갑, 혼돈의 결계, 카오스 크레센트","빨간색 안개 어비스 헤어, 조용한 눈 얼굴, 뽀송 꽃잎 피부",1. 유료 유저 (아이템 구매 지출)
645e6b0aafd5dc47f48ae2905e345683,0,0,0,0,0,0,0,0,0,0,0,0,"은하매화, 투명 얼굴장식, 투명 안경, 투명 귀고리, 은하매화 여행복, 매화나무 나막신, 투명 장갑, 푸른 하늘 은하수, 황혼의 모래시계, 유랑자의 말풍선 반지, 유랑자의 명찰 반지","검은색 포니 엘피네 헤어, 차차 얼굴, 뽀송 꽃잎 피부",3. 순수 무료 유저 (지출 0원)
40e1bcdba1dd344fa658a73e6ded145c,0,0,0,0,0,0,0,0,0,0,0,0,"하이퍼 버닝 크라운, 인형핑크, 투명 안경, 투명 귀고리, 하이퍼 버닝 로브, 투명 장갑, 하이퍼 버닝 소드, 유랑자의 말풍선 반지, 유랑자의 명찰 반지","검은색 페어리 헤어, 울망졸망 얼굴, 엘프 피부",3. 순수 무료 유저 (지출 0원)
2be6e5de5b1864ddf1e1b84d03605689,0,0,0,0,0,0,0,0,0,0,0,0,"검정콩 멍뭉이 인형탈, 투명 얼굴장식, 투명 안경, 투명 귀고리, 검정콩 멍뭉이 한벌옷, 검정콩 멍뭉이 신발, 투명 장갑, 투명 망토, 하이퍼 버닝 소드, 유랑자의 명찰 반지, 유랑자의 말풍선 반지","검은색 산뜻 단발 헤어, 차차 얼굴, 뽀송 꽃잎 피부",3. 순수 무료 유저 (지출 0원)
ae4e0625499cca60aa2fd4e0afae076c,0,48000,0,0,0,0,0,0,1,40,0,0,"은하매화, 투명 얼굴장식, 투명 안경, 투명 귀고리, 하이퍼 버닝 로브, 매화나무 나막신, 투명 장갑, 푸른 하늘 은하수, 하이퍼 버닝 소드, 유랑자의 말풍선 반지, 유랑자의 명찰 반지","파란색 신비 헤어, 조용한 눈 얼굴, 뽀송 꽃잎 피부",2. 무료/이벤트 유저 (뷰티 컨텐츠 지출)
867e124e06db88f9f348c8a72dd033e6,3,5940,5940,0,0,0,0,0,0,0,0,0,"잠식의 흔적, 투명 얼굴장식, 닌자 안대, 투명 귀고리, 사냥꾼의 흑의, 불멸의 걸음, 투명 장갑, 투명 망토, 동방흑태도, 유랑자의 말풍선 반지, 유랑자의 명찰 반지","빨간색 누리 헤어, 디어 얼굴, 뽀송 꽃잎 피부",1. 유료 유저 (아이템 구매 지출)
d9f7ce909f93b6144385ee4b77651f13,0,0,0,0,0,0,0,0,0,0,0,0,"하이퍼 버닝 크라운, 투명 얼굴장식, 투명 안경, 투명 귀고리, 하이퍼 버닝 로브, 매화나무 나막신, 투명 장갑, 푸른 하늘 은하수, 하이퍼 버닝 소드","검은색 레미 헤어, 차분한 헤헤 얼굴, 홍조 꽃잎 피부",3. 순수 무료 유저 (지출 0원)
d55eee197318230290ec32b32e45997c,0,0,0,0,0,0,0,0,0,0,0,0,"하이퍼 버닝 크라운, 인형핑크, 투명 안경, 투명 귀고리, 하이퍼 버닝 로브, 난생 첫걸음, 투명 장갑, 버닝 플레임 윙즈, 하이퍼 버닝 소드","검은색 허쉬 헤어, 냉소적인 아잉 얼굴, 뽀송 꽃잎 피부",3. 순수 무료 유저 (지출 0원)
db841c57b9ad02d248fce3b6dfc837758295750b1f4857867454debc45ec9c8a,0,48000,0,0,0,0,0,0,1,25,0,0,"뽀송송 토끼 인형탈, 투명 얼굴장식, 투명 안경, 투명 귀고리, 뽀송송 토끼 인형옷, 검정콩 멍뭉이 신발, 뽀송송 토끼 장갑, 뽀송송 토끼 꼬리, 통통 당근, 유랑자의 명찰 반지, 유랑자의 말풍선 반지","파란색 설탕소녀 헤어, 꼬맹이 얼굴, 홍조 꽃잎 피부",2. 무료/이벤트 유저 (뷰티 컨텐츠 지출)
535c37a5593b3e606a73151d13b5891f,3,65940,5940,0,0,0,0,0,1,1,1,50,"백립, 투명 얼굴장식, 투명 안경, 투명 귀고리, 달빛 풍류, 밤하늘 호수, 투명 장갑, 밤 비단 두루마기","파란색 소프트펄 헤어, 평화의 데미안 얼굴, 뽀송 꽃잎 피부",1. 유료 유저 (아이템 구매 지출)
531b09e87c6b1873330f75b9314d98ec,2,51960,3960,0,0,0,0,0,1,66,0,0,"가려진 빛, 인형핑크, 투명 안경, 투명 귀고리, 화중신선, 선녀의 자존심, 투명 장갑, 투명 망토, 천년의 약속, 경험치 부스트 링(15%), 혈맹의 반지, 유니온 싱크 말풍선 반지, 유니온 싱크 명찰 반지","주황색 하리화 헤어, 차차 얼굴, 홍조 꽃잎 피부",1. 유료 유저 (아이템 구매 지출)
1670a10d2c97e8b9edc090703c7eefce,0,0,0,0,0,0,0,0,0,0,0,0,"하이퍼 버닝 크라운, 투명 얼굴장식, 투명 안경, 투명 귀고리, 하이퍼 버닝 로브, 에버니아 부츠, 투명 장갑, 에버니아 케이프, 하이퍼 버닝 소드, 유랑자의 말풍선 반지, 유랑자의 명찰 반지","검은색 베로 헤어, 흥흥 얼굴, 엘프 피부",3. 순수 무료 유저 (지출 0원)
ab4978359b789473c47d3bdf253a416d,0,0,0,0,0,0,0,0,0,0,0,0,"에버니아 후드, 투명 얼굴장식, 투명 안경, 투명 귀고리, 유랑자의 로브, 에버니아 부츠, 투명 장갑, 에버니아 케이프, 황혼의 모래시계, 쑥쑥 화분 말풍선 반지, 쑥쑥 화분 명찰 반지, 유랑자의 말풍선 반지, 유랑자의 명찰 반지","파란색 마들렌 헤어, 동그래 얼굴, 뽀송 꽃잎 피부",3. 순수 무료 유저 (지출 0원)
188f15db023baa4be1ce6a2d9de01dfc,0,0,0,0,0,0,0,0,0,0,0,0,"하이퍼 버닝 크라운, 하이퍼 버닝 로브, 하이퍼 버닝 소드","파란색 설화 헤어, 홍매화 렌 얼굴, 엘프 피부",3. 순수 무료 유저 (지출 0원)
db3032e15a7233ecf4ddbaa00e8c63c2,2,51960,3960,0,0,0,0,0,1,22,0,0,"별님 고깔모자, 투명 얼굴장식, 투명 안경, 투명 귀고리, 신나는 생일, 생일날 양말, 투명 장갑, 선물이 좋아, 황혼의 모래시계, 유랑자의 명찰 반지, 유랑자의 말풍선 반지","검은색 허쉬 헤어, 차차 얼굴, 뽀송 꽃잎 피부",1. 유료 유저 (아이템 구매 지출)
4956aa19664e76e4225304a1e390ab91,0,0,0,0,0,0,0,0,0,0,0,0,"하이퍼 버닝 크라운, 인형핑크, 투명 안경, 투명 귀고리, 하이퍼 버닝 로브, 난생 첫걸음, 투명 장갑, 버닝 플레임 윙즈, 하이퍼 버닝 소드","파란색 포숑 헤어, 뭐래 얼굴, 홍조 꽃잎 피부",3. 순수 무료 유저 (지출 0원)
56f91a7a7ea519f5fd69830e19909293,0,0,0,0,0,0,0,0,0,0,0,0,"전장의 발키리 모자, 투명 얼굴장식, 투명 안경, 투명 귀고리, 전장의 발키리 슈트, 전장의 발키리 슈즈, 투명 장갑, 전장의 발키리 케이프, 전장의 발키리 소드, 유랑자의 명찰 반지, 유랑자의 말풍선 반지","검은색 발랄웨이브 헤어, 꼬맹이 얼굴, 뽀송 꽃잎 피부",3. 순수 무료 유저 (지출 0원)
b27da4c093be5cf16ef60ce2ae3ece03,0,0,0,0,0,0,0,0,0,0,0,0,"기억의 갈래, 발그레 발그레, 낭만 동글이 안경, 투명 귀고리, 호수 물결, 신기루 자욱, 투명 장갑, 에르다의 빛, 망각의 등불, 쑥쑥 화분 말풍선 반지, 쑥쑥 화분 명찰 반지, 유랑자의 말풍선 반지, 유랑자의 명찰 반지","검은색 룰루 헤어, 차분한 헤헤 얼굴, 뽀송 꽃잎 피부",3. 순수 무료 유저 (지출 0원)
33ddd88ea92e96f70bd04bc22f535bbb,5,95000,95000,0,0,5,0,0,0,0,0,0,"노빌리티 크라운, 인형핑크, 투명 안경, 투명 귀고리, 홀리 세라핌, 할로우 마제스티, 투명 장갑, 가디언 세라핌 페더, 디바인 그레이스, 유랑자의 명찰 반지, 유랑자의 말풍선 반지, 혈맹의 반지","검은색 솜이 헤어, 차분한 헤헤 얼굴, 뽀송 꽃잎 피부",1. 유료 유저 (아이템 구매 지출)
fddfdecd6fefbc8589f60f92fbf44f37,2,59200,59200,0,0,2,0,0,0,0,0,0,"밤의 퍼즐, 발그레 발그레, 투명 안경, 투명 귀고리, 페일 드림, 별빛 걸음, 투명 장갑, 투명 망토, 카오스 크레센트, 세이비어 명찰 반지, 세이비어 말풍선 반지, DREAMER 명찰 반지, DREAMER 말풍선 반지","검은색 선릿 헤어, 멍한 얼굴, 뽀송 꽃잎 피부",1. 유료 유저 (아이템 구매 지출)
6b3f134bcc6541bc9a2b9c679f4e82f5,0,0,0,0,0,0,0,0,0,0,0,0,"기억의 갈래, 투명 얼굴장식, 투명 안경, 투명 귀고리, 호수 물결, 신기루 자욱, 투명 장갑, 에르다의 빛, 망각의 등불","검은색 매직 엘라 헤어, 볼그레 얼굴, 엘프 피부",3. 순수 무료 유저 (지출 0원)
d32373ac9721995e965b5eceed84ef95,4,31920,7920,0,0,0,0,0,1,50,0,0,"백립, 투명 얼굴장식, 투명 안경, 투명 귀고리, 달빛 풍류, 밤하늘 호수, 투명 장갑, 밤 비단 두루마기, 한밤 수묵, 유랑자의 말풍선 반지, 유랑자의 명찰 반지","갈색 산뜻 단발 헤어, 차차 얼굴, 뽀송 꽃잎 피부",1. 유료 유저 (아이템 구매 지출)
96b7df1ddc4d9148ec3fdd2b237e0a60,0,0,0,0,0,0,0,0,0,0,0,0,"하이퍼 버닝 크라운, 투명 얼굴장식, 투명 안경, 투명 귀고리, 하이퍼 버닝 로브, 투명 장갑, 쑥쑥 화분 명찰 반지, 쑥쑥 화분 말풍선 반지","검은색 레미 헤어, 맑은날 얼굴, 뽀송 꽃잎 피부",3. 순수 무료 유저 (지출 0원)
e0434513c699b23d1cdf7fbe50b9d33bfd842dab14be2a956555625b37c97bff,0,0,0,0,0,0,0,0,0,0,0,0,"검정콩 멍뭉이 인형탈, 투명 얼굴장식, 투명 안경, 투명 귀고리, 검정콩 멍뭉이 한벌옷, 검정콩 멍뭉이 신발, 투명 장갑, 유랑자의 명찰 반지, 유랑자의 말풍선 반지","검은색 설야 헤어, 홍매화 렌 얼굴, 뽀송 꽃잎 피부",3. 순수 무료 유저 (지출 0원)
3872529f10297a42311e6a8a86a57e118295750b1f4857867454debc45ec9c8a,3,8940,8940,0,0,0,0,0,0,0,0,0,"대적자의 머리장식, 인형핑크, 투명 안경, 투명 귀고리, 카링 비단 치마, 카링 비단신, 투명 장갑, 카링의 악기, 죽음의 손아귀, 유랑자의 명찰 반지, 유랑자의 말풍선 반지","검은색 별모래 헤어, 졸린 조용한 얼굴, 엘프 피부",1. 유료 유저 (아이템 구매 지출)
7579e1867aa86c240a1bf36b668cd588,0,0,0,0,0,0,0,0,0,0,0,0,"마이 퀸 티아라, 투명 얼굴장식, 투명 안경, 투명 귀고리, 엔들리스 드림, 속박의 매듭, 투명 장갑, 한밤의 축제, 악몽 시계","검은색 솜이 헤어, 꼬맹이 얼굴, 뽀송 꽃잎 피부",3. 순수 무료 유저 (지출 0원)
3f4750137d8ef041a8137071276faf25,1,11000,11000,1,0,0,0,0,0,0,0,0,"하이퍼 버닝 크라운, 인형핑크, 투명 안경, 투명 귀고리, 하이퍼 버닝 로브, 데구르르 탐사 구두, 투명 장갑, 심검유혼, 하이퍼 버닝 소드, 유랑자의 말풍선 반지, 유랑자의 명찰 반지","검은색 설화 헤어, 설매화 렌 얼굴, 엘프 피부",1. 유료 유저 (아이템 구매 지출)
4f7811afa48729359c11eba10ff8b7d0,0,0,0,0,0,0,0,0,0,0,0,0,"하이퍼 버닝 크라운, 투명 얼굴장식, 투명 안경, 투명 귀고리, 하이퍼 버닝 로브, 투명 장갑, 투명 망토, 하이퍼 버닝 소드, 유랑자의 명찰 반지, 유랑자의 말풍선 반지","파란색 데이즈 헤어, 디어 얼굴, 뽀송 꽃잎 피부",3. 순수 무료 유저 (지출 0원)
0fb1c280e2322c9486f0f07d169a6e9c,1,3333,3333,0,0,0,0,0,0,0,0,0,"모험가 썬콜 머리띠, 인형핑크, 투명 안경, 투명 귀고리, 모험가 썬콜 로브, 모험가 썬콜 부츠, 투명 장갑, 투명 망토, 모험가 썬콜 스태프, 유랑자의 말풍선 반지, 유랑자의 명찰 반지","검은색 포니테일 별구름 헤어, 조용한 눈 얼굴, 뽀송 꽃잎 피부",1. 유료 유저 (아이템 구매 지출)
001d0f7171bf3a62f5b2f04c1e7a93cb,0,0,0,0,0,0,0,0,0,0,0,0,"하이퍼 버닝 크라운, 투명 얼굴장식, 투명 안경, 투명 귀고리, 하이퍼 버닝 로브, 매화나무 나막신, 투명 장갑, 하이퍼 버닝 소드, 유랑자의 말풍선 반지, 유랑자의 명찰 반지","검은색 스테리 헤어, 어제 울었어 얼굴, 뽀송 꽃잎 피부",3. 순수 무료 유저 (지출 0원)
343f6a6ddb00f3bc7c6b6d71ee4aac40,0,0,0,0,0,0,0,0,0,0,0,0,"하이퍼 버닝 크라운, 투명 얼굴장식, 투명 안경, 투명 귀고리, 하이퍼 버닝 로브, 매화나무 나막신, 투명 장갑, 투명 망토, 하이퍼 버닝 소드, 유랑자의 말풍선 반지, 유랑자의 명찰 반지, 경험치 부스트 링(15%), 혈맹의 반지","검은색 리르하 헤어, 차차 얼굴, 홍조 꽃잎 피부",3. 순수 무료 유저 (지출 0원)
1a6a5652039bad58d58f5c58714d9383,0,24000,0,0,0,0,0,0,1,50,0,0,"전장의 발키리 모자, 투명 얼굴장식, 투명 안경, 투명 귀고리, 전장의 발키리 슈트, 전장의 발키리 슈즈, 투명 장갑, 전장의 발키리 케이프, 전장의 발키리 소드, 유랑자의 말풍선 반지, 유랑자의 명찰 반지","파란색 안개 어비스 헤어, 조용한 눈 얼굴, 홍조 꽃잎 피부",2. 무료/이벤트 유저 (뷰티 컨텐츠 지출)
f8cf61623278e33372d046fc08b5faf8,0,0,0,0,0,0,0,0,0,0,0,0,"하이퍼 버닝 크라운, 발그레 발그레, 투명 안경, 투명 귀고리, 하이퍼 버닝 로브, 전장의 발키리 슈즈, 투명 장갑, 전장의 발키리 케이프, 하이퍼 버닝 소드, 쑥쑥 화분 명찰 반지, 쑥쑥 화분 말풍선 반지","검은색 발랄웨이브 헤어, 쪼꼬미 얼굴, 뽀송 꽃잎 피부",3. 순수 무료 유저 (지출 0원)
